age-range,gender,race,FoodChoice,field,reading_normalized,gaming_normalized,cleanliness_normalized,music_normalized,movies_normalized,tv_normalized,clubbing_normalized,hiking_normalized,exercise_normalized,sports_normalized,importance_same_religion_normalized,Smoking,Drinking,locations
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,No,Eastgate
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Yes,Dewdney Place
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Yes,Windsor Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Occasionally,Glencairn Village
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Rosemont South
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,No,Westridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,No,Belvedere
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Wascana Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Westridge
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Washington Park
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Occasionally,Parkview
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Yes,Lakeview South
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Dieppe Place
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,No,Spruce Meadows
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,No,Assiniboia Place
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Yes,Uplands
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Yes,Tuxedo Park
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,No,Occasionally,Rosemont North
"(26, 30)",male,european/caucasian-american,Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Yes,Yes,Normanview West
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,mathematics; phd,0.9,0.8,1.0,1.0,0.9,0.2,0.875,0.75,0.75,1.0,0.6,Sometimes,Occasionally,North Regina
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Occasionally,Glencairn Village
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,Occasionally,Connaught Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,No,Kensington Greens
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Gardiner Heights
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,No,Rosemont South
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Glencairn Village
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Yes,Coronation Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,Occasionally,Rothwell Place
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,Yes,Whitmore Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Occasionally,University Park
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Occasionally,Maple Ridge
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Yes,Balbrigan Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,Occasionally,Sherwood Estates
"(26, 30)",male,european/caucasian-american,Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Hillsdale
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,No,Spruce Meadows
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,No,Coronation Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Parkview
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,No,No,Old 33
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Sometimes,Occasionally,Normanview West Addition
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,history [gsas - phd],0.9,0.875,0.75,0.875,1.0,0.75,1.0,0.75,0.75,1.0,0.6,Yes,No,South Lakeview see Lakeview South
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,No,Lakeview
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,North Annex
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,Windsor Park
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,Argyle Park
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Occasionally,Assiniboia East
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Occasionally,Old 33
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,No,Eastgate
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Yes,North Regina
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Yes,Regent Park
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,No,Crescents
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Occasionally,North Annex
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,No,Spruce Meadows
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Yes,Wascana View
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,No,Douglas Park
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,Occasionally,Lakesidge Gardens
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Yes,Occasionally,Westridge
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,CPR Annex
"(31, 35)",male,european/caucasian-american,Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,No,Assiniboia East
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,Sometimes,Yes,Mayfair
"(31, 35)",male,european/caucasian-american,Non-Vegetarian,psychology,1.0,0.75,0.875,0.8,0.9,0.2,1.0,1.0,0.8,0.75,0.6,No,No,Assiniboia Place
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Occasionally,Varsity Park
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Occasionally,Crescents
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Yes,CPR Annex
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,No,Albert Park
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Occasionally,River Bend
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Occasionally,Whitmore Park
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Yes,Highland Park
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Yes,Arcola Sub
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,No,Normandy Heights
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Yes,Crescents
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,No,Walsh Acres
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,Occasionally,Glencairn
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,No,Douglas Place
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Occasionally,Lakeridge
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,No,Lakeridge
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Occasionally,Whitmore Park
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,No,Westridge
"(26, 30)",male,latino/hispanic american,Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Yes,Yes,Harbour Landing
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,No,No,Riverside
"(26, 30)",male,latino/hispanic american,Non-Vegetarian,mba,1.0,0.6,1.0,0.9,0.875,1.0,0.9,0.875,0.6,1.0,0.9,Sometimes,Yes,Lewvan Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Occasionally,Glen Elm Park South
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Pasqua Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,Occasionally,Lakeview Centre
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,No,Transcona
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,Occasionally,Glencairn Village
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,No,Churchill Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Occasionally,Wascana Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Occasionally,Glen Elm Park
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,Yes,Lakeview Centre
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Occasionally,Lakeridge
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,Yes,River Heights
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Occasionally,North Regina
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Occasionally,Wood Meadows
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,No,Parliament Place
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Yes,South Lakeview see Lakeview South
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Dominion Heights
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,No,Spruce Meadows
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Sometimes,Yes,Glencairn
"(21, 25)",male,european/caucasian-american,Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,No,Yes,Industrial Ross
"(21, 25)",male,european/caucasian-american,Non-Vegetarian,international business,0.8,0.4,0.75,0.9,0.875,1.0,1.0,0.6,1.0,1.0,0.6,Yes,No,Windsor Place
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,Wood Meadows
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Occasionally,Garden Ridge
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,Occasionally,Wascana Addition
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,Yes,Normanview
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Richmond Place
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Occasionally,McCarthy Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,Douglas Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,Windsor Park
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Occasionally,Lewvan Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,No,Premier Place
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Yes,University Park
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Yes,Riverside
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Occasionally,Eastern Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,No,Walsh Acres
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,Kensington Greens
"(26, 30)",male,european/caucasian-american,Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,Yes,Maple Ridge
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Yes,Yes,Transcona
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,No,Occasionally,Tuxedo Park
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,Riverside
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,finance,1.0,0.75,1.0,0.875,0.9,1.0,1.0,0.4,0.875,0.875,0.7,Sometimes,No,Garden Ridge
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,River Heights
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Balbrigan Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,No,Rothwell Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Yes,Broders Annex
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Occasionally,Douglas Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Occasionally,Belvedere
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,No,Douglas Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Occasionally,Rothwell Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Occasionally,Dieppe Place
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Eastpoint Estates
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,No,Tuxedo Park
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,Occasionally,Rothwell Place
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,No,Garden Ridge
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,Yes,Wascana Park
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,No,North Annex
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,No,Argyle Park
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,No,No,Eastern Annex
"(21, 25)",male,asian/pacific islander/asian-american,Non-Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Yes,No,Sherwood Estates
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Varsity Park
"(21, 25)",male,asian/pacific islander/asian-american,Vegetarian,physics,0.9,0.8,1.0,0.9,0.875,0.4,0.75,1.0,0.4,0.6,0.8,Sometimes,Yes,Creekside
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,No,No,City View
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Sometimes,Occasionally,Richmond Place
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,No,No,Glencairn
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Sometimes,Occasionally,North Annex
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,No,No,Normanview West
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Yes,No,Balbrigan Place
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Sometimes,Occasionally,Maple Ridge
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Yes,Yes,Arnhem Place
"(26, 30)",male,european/caucasian-american,Non-Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Sometimes,Yes,Dieppe Place
"(26, 30)",male,european/caucasian-american,Vegetarian,biomedicine,1.0,0.6,0.875,0.75,1.0,1.0,0.6,1.0,0.875,1.0,1.0,Yes,No,River Heights
